タイトル,住所,dslurl,Webサイト,電話番号,営業時間,rental,longitude,latitude,pref,primary_station,distance_to_primary_station_m,candidate_stations,station_count,ward,primary_area,candidate_areas,article_tags,is_partner,partner_link,partner_priority
エイベックス・ダンスマスタートータルフィットネスクラブわらわら ふじみ野,〒356-0056 埼玉県ふじみ野市うれし野２丁目１０-３５ アウトレットモールリズムE-2F １,,https://dancemaster.avex.jp/studios/%E3%83%88%E3%83%BC%E3%82%BF%E3%83%AB%E3%83%95%E3%82%A3%E3%83%83%E3%83%88%E3%83%8D%E3%82%B9%E3%82%AF%E3%83%A9%E3%83%96%E3%82%8F%E3%82%89%E3%82%8F%E3%82%89%E3%81%B5%E3%81%98%E3%81%BF%E9%87%8E,050-3487-0174,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 9時30分～23時00分
2024-03-02 土曜日 9時30分～21時00分
2024-03-03 日曜日 9時30分～20時00分
2024-03-04 月曜日 9時30分～23時00分
2024-03-05 火曜日 9時30分～23時00分
2024-03-06 水曜日 9時30分～23時00分
",1.0,139.5246999,35.8581483,東京,ふじみ野駅,329.0,ふじみ野駅|鶴瀬駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
キッズダンススタジオ Sunny Piece,〒350-0056 埼玉県川越市松江町１丁目７-５,,https://sunnypiece.jp/kawagoe,,"2024-02-29 木曜日 10時00分～20時00分
2024-03-01 金曜日 10時00分～20時00分
2024-03-02 土曜日 10時00分～20時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 10時00分～20時00分
2024-03-05 火曜日 10時00分～20時00分
2024-03-06 水曜日 10時00分～20時00分
",1.0,139.48508,35.9174214,東京,本川越駅,548.0,本川越駅|川越市駅|川越駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
エーススタジオ,〒190-0022 東京都立川市錦町１丁目１０-９ 米澤ビル 2F,,,042-540-6877,,1.0,139.4204483,35.6956244,東京,立川駅,698.0,立川駅,1.0,立川市,立川,立川,area:立川|station:立川駅,0,,0
エースダンススタジオ,"札幌ＮＳビル 4F, ２丁目-11 南２条西 中央区 札幌市 北海道 060-0062",,http://ace-dance.com/,011-231-8077,"2024-02-29 木曜日 13時00分～22時00分
2024-03-01 金曜日 13時00分～22時00分
2024-03-02 土曜日 13時00分～18時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 13時00分～22時00分
2024-03-05 火曜日 13時00分～22時00分
2024-03-06 水曜日 13時00分～22時00分
",1.0,141.355172,43.0583928,東京,大通駅,247.0,大通駅|すすきの駅|豊水すすきの駅|バスセンター前駅|さっぽろ駅|中島公園駅|西１１丁目駅|札幌駅|菊水駅|学園前駅,0.0,中央区,銀座,銀座|日本橋|八丁堀|月島,area:銀座|feature:24h|feature:midnight,0,,0
えこてんハウススタジオ,〒176-0005 東京都練馬区旭丘１丁目７６-１０ 相枝ビル ４F,,https://ekoten.tokyo/rental-studio/,050-5326-1373,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.6728137,35.7369615,東京,江古田駅,61.0,江古田駅|新江古田駅|新桜台駅|小竹向原駅|桜台駅|東長崎駅|千川駅|氷川台駅|練馬駅|落合南長崎駅,0.0,練馬区,練馬,練馬,area:練馬|feature:24h|feature:midnight,0,,0
エストゥディオのりこ,〒105-0004 東京都港区１６ 東京都港区 2-16-1 340,,http://estudio.lolipop.jp/,03-3591-5924,"2024-02-29 木曜日 10時30分～12時30分
2024-03-01 金曜日 定休日
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 定休日
2024-03-05 火曜日 18時30分～20時30分
2024-03-06 水曜日 18時30分～20時30分
",1.0,139.7576871,35.6661276,東京,新橋駅,85.0,新橋駅|有楽町駅|浜松町駅,3.0,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:新橋駅|station:有楽町駅|station:浜松町駅|feature:24h|feature:midnight,0,,0
エフィと虹色のヴェール十条スタジオ,〒114-0021 東京都北区岸町１丁目６-１９ 青葉ビル,,http://effieballetconcert.com/,03-3906-9434,,1.0,139.7350458,35.754817,東京,王子駅前駅,360.0,王子駅前駅|王子駅|飛鳥山駅|栄町駅|滝野川一丁目駅|西ヶ原四丁目駅|王子神谷駅|西ケ原駅|東十条駅|梶原駅,0.0,北区,赤羽,赤羽,area:赤羽,0,,0
エムズ・ダンスアカデミー 巣鴨第1教室,〒170-0002 東京都豊島区巣鴨１丁目２０-１０ 高木ビル ３Ｆ,,http://msdanca.cocolog-nifty.com/blog/,03-5978-6485,"2024-02-29 木曜日 13時00分～21時00分
2024-03-01 金曜日 13時00分～21時00分
2024-03-02 土曜日 13時00分～19時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 13時00分～21時00分
2024-03-05 火曜日 13時00分～21時00分
2024-03-06 水曜日 13時00分～21時00分
",1.0,139.7407936,35.7311086,東京,巣鴨駅,291.0,巣鴨駅|千石駅|駒込駅|大塚駅|新大塚駅|巣鴨新田駅|本駒込駅|庚申塚駅|向原駅|新庚申塚駅,0.0,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|feature:24h|feature:midnight,0,,0
エルメスダンスカンパニー豊橋校,〒440-0897 愛知県豊橋市松葉町３丁目59 医療法人誠流会 まつば藤城歯科様建物1階 まつばスタジオ,,http://www.lahabana.co.jp/,052-220-3213,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 定休日
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 19時30分～22時00分
2024-03-05 火曜日 定休日
2024-03-06 水曜日 定休日
",1.0,137.3835551,34.7670174,東京,豊橋駅,479.0,豊橋駅|新豊橋駅|船町駅|柳生橋駅|下地駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
オガワ ダンス スタジオ,〒220-0023 神奈川県横浜市西区西区平沼１丁目３３-１,,http://www.yokohama-ogawadance.com/,045-316-6166,"2024-02-29 木曜日 13時00分～22時00分
2024-03-01 金曜日 13時00分～22時00分
2024-03-02 土曜日 13時00分～18時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 13時00分～22時00分
2024-03-05 火曜日 13時00分～22時00分
2024-03-06 水曜日 13時00分～22時00分
",1.0,139.619914,35.4604514,東京,平沼橋駅,350.0,平沼橋駅|高島町駅|戸部駅|新高島駅|横浜駅|みなとみらい駅|西横浜駅|神奈川駅|桜木町駅|反町駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
オギハラダンススクール,,,https://ogihara-ds.com/,050-1306-0395,,1.0,138.4293072,32.9998961,東京,なし,,,0.0,その他,その他,その他,,0,,0
オダケイジ・ダンスアカデミー,〒162-0041 東京都新宿区早稲田鶴巻町５２２ 牛山第一ビル,,http://odakeiji-dance.com/,03-6278-9976,"2024-02-29 木曜日 13時00分～22時00分
2024-03-01 金曜日 13時00分～22時00分
2024-03-02 土曜日 13時00分～19時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 13時00分～22時00分
2024-03-05 火曜日 13時00分～22時00分
2024-03-06 水曜日 13時00分～22時00分
",1.0,139.7257866,35.707269,東京,早稲田駅,444.0,早稲田駅|江戸川橋駅|神楽坂駅|牛込柳町駅|若松河田駅|牛込神楽坂駅|面影橋駅|護国寺駅|茗荷谷駅|西早稲田駅,0.0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|feature:24h|feature:midnight,0,,0
WPG,〒171-0014 東京都豊島区池袋２丁目６８-９ ＭＩＢ 602号室,,,,,1.0,139.709427,35.7357457,東京,池袋駅,763.0,池袋駅,1.0,豊島区,池袋,池袋|目白|大塚|巣鴨,area:池袋|station:池袋駅,0,,0
Ayaka Ballet Academy,〒112-0014 東京都文京区関口１丁目３７-５ メイクIIビル 7階,,https://www.ayakaballetacademy.com/,,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 15時00分～20時30分
2024-03-02 土曜日 11時00分～16時30分
2024-03-03 日曜日 13時00分～17時30分
2024-03-04 月曜日 15時00分～20時30分
2024-03-05 火曜日 定休日
2024-03-06 水曜日 15時00分～20時30分
",1.0,139.7228918,35.7113386,東京,早稲田駅,632.0,早稲田駅|面影橋駅|江戸川橋駅|護国寺駅|学習院下駅|雑司が谷駅|西早稲田駅|神楽坂駅|牛込柳町駅|若松河田駅,0.0,文京区,後楽園,後楽園,area:後楽園|feature:24h|feature:midnight,0,,0
カミヤマダンススタジオ,〒192-0046 東京都八王子市明神町４丁目６-２ 山口ビル 2F,,http://www.kamiyama-d-s.jp/,042-642-4038,"2024-02-29 木曜日 13時00分～22時00分
2024-03-01 金曜日 13時00分～22時00分
2024-03-02 土曜日 13時00分～22時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 13時00分～22時00分
2024-03-05 火曜日 13時00分～22時00分
2024-03-06 水曜日 13時00分～22時00分
",1.0,139.342987,35.658424,東京,八王子駅,481.0,八王子駅,1.0,八王子市,八王子,八王子,area:八王子|station:八王子駅|feature:24h|feature:midnight,0,,0
かよバレエスタジオ,〒187-0002 東京都小平市花小金井１丁目１２-７,,http://www.kayoballet.com/,042-452-5817,"2024-02-29 木曜日 10時00分～19時00分
2024-03-01 金曜日 10時00分～19時00分
2024-03-02 土曜日 10時00分～19時00分
2024-03-03 日曜日 10時00分～19時00分
2024-03-04 月曜日 10時00分～19時00分
2024-03-05 火曜日 10時00分～19時00分
2024-03-06 水曜日 10時00分～19時00分
",1.0,139.5146406,35.7268502,東京,花小金井駅,150.0,花小金井駅,0.0,小平市,小平,小平,area:小平|feature:24h|feature:midnight,0,,0
カルサロ レンタルスタジオサロン,〒179-0073 東京都練馬区田柄２丁目３２-２３ アネックスミスズ ２F,,https://www.okeiko-culsalo.com/,080-5885-5636,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 8時00分～23時00分
2024-03-01 金曜日 8時00分～23時00分
2024-03-02 土曜日 8時00分～23時00分
2024-03-03 日曜日 8時00分～23時00分
2024-03-04 月曜日 8時00分～23時00分
2024-03-05 火曜日 8時00分～23時00分
2024-03-06 水曜日 8時00分～23時00分
",1.0,139.6456427,35.7685426,東京,地下鉄赤塚駅,216.0,地下鉄赤塚駅|下赤塚駅|東武練馬駅|平和台駅|成増駅|地下鉄成増駅|光が丘駅|練馬春日町駅,0.0,練馬区,練馬,練馬,area:練馬|feature:24h|feature:midnight,0,,0
カルチャースクール ミジー,〒212-0012 神奈川県川崎市幸区中幸町４丁目１７-４ 西山ビル 1階,,https://www.dance-mizzy.com/?utm_source=googlemybusiness&utm_medium=google&utm_campaign=maps,03-3734-5567,"2024-02-29 木曜日 9時00分～21時00分
2024-03-01 金曜日 9時00分～21時00分
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 9時00分～21時00分
2024-03-05 火曜日 9時00分～21時00分
2024-03-06 水曜日 9時00分～12時00分
",1.0,139.6920974,35.5346472,東京,川崎駅,567.0,川崎駅|尻手駅|京急川崎駅|矢向駅|八丁畷駅|六郷土手駅|港町駅|川崎新町駅|鶴見市場駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
トゥモローダンスクラブ｜日暮里教室,〒116-0013 東京都荒川区西日暮里２丁目２６-１０ J DANCERS LABO内 日暮里プラレールビル 5階,,,,"LGBTQ フレンドリー2024-02-29 木曜日 12時00分～22時00分
2024-03-01 金曜日 12時00分～22時00分
2024-03-02 土曜日 12時00分～18時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 12時00分～22時00分
2024-03-05 火曜日 12時00分～22時00分
2024-03-06 水曜日 12時00分～22時00分
",1.0,139.771053,35.7301026,東京,日暮里駅,259.0,日暮里駅,1.0,荒川区,日暮里,日暮里,area:日暮里|station:日暮里駅|feature:24h|feature:midnight,0,,0
ガルバスタジオ幡ヶ谷/GARBA写真館,〒151-0072 東京都渋谷区幡ケ谷２丁目１７-７,,,03-6890-1216,"2024-02-29 木曜日 10時00分～23時00分
2024-03-01 金曜日 10時00分～23時00分
2024-03-02 土曜日 10時00分～23時00分
2024-03-03 日曜日 10時00分～23時00分
2024-03-04 月曜日 10時00分～23時00分
2024-03-05 火曜日 10時00分～23時00分
2024-03-06 水曜日 10時00分～23時00分
",1.0,139.6749218,35.6776444,東京,幡ヶ谷駅,177.0,幡ヶ谷駅|笹塚駅|代々木上原駅|初台駅|東北沢駅|代々木八幡駅|中野富士見町駅|西新宿五丁目駅（清水橋）|代田橋駅|中野新橋駅,0.0,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|feature:24h|feature:midnight,0,,0
カワチダンススタジオ,"１丁目-１１, １丁目-１１-３ 小坂本町 豊田市 愛知県 471-0034",,http://kawachi-dance.com/,0565-34-1048,"2024-02-29 木曜日 12時00分～21時30分
2024-03-01 金曜日 12時00分～21時30分
2024-03-02 土曜日 11時00分～21時30分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 12時00分～21時30分
2024-03-05 火曜日 12時00分～21時30分
2024-03-06 水曜日 11時00分～21時30分
",1.0,137.1529273,35.0864928,東京,新豊田駅,141.0,新豊田駅|豊田市駅|上挙母駅|新上挙母駅|梅坪駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
キッズアクロバット＆ダンススクール ミジー蒲田スタジオ,〒146-0094 東京都大田区東矢口３丁目２０-１１ 倉庫ビル オザワ産業,,https://www.dance-mizzy.com/?utm_source=googlemybusiness&utm_medium=google&utm_campaign=maps,03-3734-5567,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～17時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 定休日
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 定休日
",1.0,139.7083498,35.5619453,東京,蒲田駅,698.0,蒲田駅,1.0,大田区,蒲田,蒲田,area:蒲田|station:蒲田駅|feature:24h|feature:midnight,0,,0
キッズダンススクール＆レンタルスタジオLOVE BONDS,〒196-0025 東京都昭島市朝日町３丁目１８-９ 第四大正ビル １Ｂ,,https://www.love-bonds.net/,042-519-1363,,1.0,139.3730221,35.7080876,東京,中神駅,272.0,中神駅|東中神駅|昭島駅|西立川駅,0.0,東京都,東京,東京,area:東京,0,,0
キッズダンススクールANGELO★,"自由が丘2-16-25シグナルヒルB1, 目黒区 東京都 152-0035",,http://angelo123.com/,03-3725-9341,"2024-02-29 木曜日 10時00分～21時00分
2024-03-01 金曜日 10時00分～21時00分
2024-03-02 土曜日 10時00分～21時00分
2024-03-03 日曜日 10時00分～18時00分
2024-03-04 月曜日 10時00分～21時00分
2024-03-05 火曜日 10時00分～21時00分
2024-03-06 水曜日 10時00分～21時00分
",1.0,139.666594,35.608872,東京,自由が丘駅,272.0,自由が丘駅,1.0,目黒区,中目黒,中目黒,area:中目黒|station:自由が丘駅|feature:24h|feature:midnight,0,,0
レベルアップレンタルスタジオ,〒430-0939 静岡県浜松市中区連尺町３１４-３６ 206号,,https://www.instagram.com/levelupren/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,137.7281299,34.7071222,東京,第一通り駅,423.0,第一通り駅|新浜松駅|遠州病院駅|浜松駅|八幡駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
キッズダンススタジオSerenita西新井店,〒123-0842 東京都足立区栗原１丁目７-２０ 3階,,,050-3555-0206,"2024-02-29 木曜日 9時00分～21時00分
2024-03-01 金曜日 9時00分～21時00分
2024-03-02 土曜日 9時00分～21時00分
2024-03-03 日曜日 9時00分～21時00分
2024-03-04 月曜日 9時00分～21時00分
2024-03-05 火曜日 9時00分～21時00分
2024-03-06 水曜日 9時00分～21時00分
",1.0,139.789952,35.7791806,東京,西新井駅,228.0,西新井駅|大師前駅|梅島駅|竹ノ塚駅|西新井大師西駅|江北駅,0.0,足立区,北千住,北千住,area:北千住|feature:24h|feature:midnight,0,,0
キッズダンススタジオstudioCROSS（スタジオクロス）高幡不動クラス 日野市 多摩カルチャーセンター,〒191-0031 東京都日野市高幡３-１０ 遠藤ビル 2階,,http://www.studiocross.info/,042-505-8179,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 定休日
2024-03-01 金曜日 16時30分～20時00分
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 定休日
2024-03-05 火曜日 定休日
2024-03-06 水曜日 17時00分～19時15分
",1.0,139.4125509,35.6621,東京,高幡不動駅,59.0,高幡不動駅|多摩動物公園駅|百草園駅,0.0,日野市,日野,日野,area:日野|feature:24h|feature:midnight,0,,0
キッズダンススタジオstudioCROSS（スタジオクロス）国立駅ゴールドジムクラス,〒186-0004 東京都国立市中１丁目9-３０ 国立せきやビル 5階 ゴールドジム内,,https://studiocross.info/,042-505-8179,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 17時00分～18時00分
2024-03-01 金曜日 定休日
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 定休日
2024-03-05 火曜日 16時40分～20時10分
2024-03-06 水曜日 18時00分～19時00分
",1.0,139.4457648,35.6978931,東京,国立駅,158.0,国立駅|西国分寺駅|谷保駅|矢川駅,0.0,国立市,国立,国立,area:国立|feature:24h|feature:midnight,0,,0
キッズダンススタジオstudioCROSS（スタジオクロス）国立谷保スタジオ,〒186-0003 東京都国立市富士見台２丁目１８-２ 富士見台ビル 2階,,http://www.studiocross.info/,042-505-8179,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 8時00分～22時00分
2024-03-01 金曜日 8時00分～22時00分
2024-03-02 土曜日 8時00分～22時00分
2024-03-03 日曜日 8時00分～11時00分
2024-03-04 月曜日 8時00分～22時00分
2024-03-05 火曜日 8時00分～22時00分
2024-03-06 水曜日 8時00分～22時00分
",1.0,139.4462231,35.6825478,東京,谷保駅,129.0,谷保駅|矢川駅|西府駅|国立駅,0.0,国立市,国立,国立,area:国立|feature:24h|feature:midnight,0,,0
